bedrooms,bathrooms,toilets,parking_space,title,town,state,price,title_Detached Duplex,title_Terraced Duplexes,title_Semi Detached Duplex,title_Detached Bungalow,title_Block of Flats,title_Semi Detached Bungalow,title_Terraced Bungalow,log_price
5.0,5.0,6.0,4.0,Detached Duplex,15,0,270000000.0,1,0,0,0,0,0,0,19.41393251696265
1.0,5.0,2.0,2.0,Block of Flats,15,0,11000000.0,0,0,0,0,1,0,0,16.213405830762646
4.0,4.0,5.0,3.0,Semi Detached Duplex,8,0,125000000.0,0,0,1,0,0,0,0,18.643824295266576
5.0,5.0,6.0,5.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
5.0,5.0,6.0,4.0,Detached Duplex,15,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
4.0,4.0,5.0,3.0,Detached Duplex,15,0,80000000.0,1,0,0,0,0,0,0,18.197537192638155
4.0,4.0,5.0,4.0,Detached Duplex,15,0,160000000.0,1,0,0,0,0,0,0,18.890684373198102
5.0,5.0,6.0,4.0,Detached Duplex,15,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,45000000.0,0,1,0,0,0,0,0,17.622173047734595
4.0,6.0,6.0,4.0,Detached Duplex,15,0,80000000.0,1,0,0,0,0,0,0,18.197537192638155
5.0,6.0,7.0,6.0,Detached Duplex,15,0,200000000.0,1,0,0,0,0,0,0,19.11382792451231
5.0,4.0,5.0,4.0,Detached Duplex,15,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
1.0,5.0,2.0,2.0,Block of Flats,15,0,24000000.0,0,0,0,0,1,0,0,16.99356438831222
5.0,5.0,5.0,4.0,Semi Detached Bungalow,15,0,180000000.0,0,0,0,0,0,1,0,19.008467408854486
4.0,5.0,4.0,3.0,Detached Duplex,15,0,82000000.0,1,0,0,0,0,0,0,18.222229805228526
4.0,4.0,5.0,4.0,Detached Duplex,20,0,95000000.0,1,0,0,0,0,0,0,18.369387449564815
4.0,5.0,6.0,3.0,Semi Detached Duplex,15,0,55000000.0,0,0,1,0,0,0,0,17.822843743196746
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,85000000.0,0,0,1,0,0,0,0,18.258161814454592
5.0,5.0,6.0,3.0,Detached Duplex,15,0,170000000.0,1,0,0,0,0,0,0,18.951308995014536
5.0,5.0,6.0,5.0,Detached Duplex,15,0,135000000.0,1,0,0,0,0,0,0,18.720785336402702
5.0,5.0,6.0,4.0,Detached Duplex,15,0,105000000.0,1,0,0,0,0,0,0,18.469470908121796
5.0,5.0,6.0,2.0,Detached Duplex,15,0,102000000.0,1,0,0,0,0,0,0,18.440483371248543
4.0,5.0,5.0,4.0,Semi Detached Duplex,38,0,40000000.0,0,0,1,0,0,0,0,17.50439001207821
3.0,3.0,4.0,4.0,Terraced Duplexes,15,0,45000000.0,0,1,0,0,0,0,0,17.622173047734595
4.0,4.0,5.0,3.0,Semi Detached Duplex,15,0,55000000.0,0,0,1,0,0,0,0,17.822843743196746
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,90000000.0,0,0,1,0,0,0,0,18.31532022829454
5.0,5.0,8.0,6.0,Detached Duplex,15,0,250000000.0,1,0,0,0,0,0,0,19.33697147582652
4.0,4.0,5.0,3.0,Terraced Duplexes,18,0,75000000.0,0,1,0,0,0,0,0,18.132998671500584
4.0,5.0,5.0,4.0,Block of Flats,38,0,18000000.0,0,0,0,0,1,0,0,16.70588231586044
4.0,5.0,5.0,4.0,Detached Duplex,15,0,85000000.0,1,0,0,0,0,0,0,18.258161814454592
3.0,1.0,1.0,4.0,Block of Flats,32,0,225000000.0,0,0,0,0,1,0,0,19.231610960168695
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,61000000.0,0,0,1,0,0,0,0,17.926384422137584
4.0,4.0,5.0,4.0,Detached Duplex,15,0,76000000.0,1,0,0,0,0,0,0,18.146243898250606
5.0,5.0,6.0,4.0,Detached Duplex,15,0,370000000.0,1,0,0,0,0,0,0,19.729013563602543
5.0,5.0,5.0,4.0,Terraced Duplexes,15,0,65000000.0,0,1,0,0,0,0,0,17.98989782785991
1.0,5.0,5.0,4.0,Block of Flats,38,0,25000000.0,0,0,0,0,1,0,0,17.034386382832476
3.0,3.0,4.0,2.0,Block of Flats,15,0,55000000.0,0,0,0,0,1,0,0,17.822843743196746
4.0,4.0,5.0,5.0,Detached Duplex,15,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
4.0,5.0,5.0,4.0,Terraced Duplexes,8,0,105000000.0,0,1,0,0,0,0,0,18.469470908121796
4.0,4.0,5.0,8.0,Detached Duplex,65,0,62000000.0,1,0,0,0,0,0,0,17.942644943009366
5.0,5.0,6.0,6.0,Semi Detached Duplex,15,0,65000000.0,0,0,1,0,0,0,0,17.98989782785991
5.0,6.0,6.0,4.0,Detached Duplex,15,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,95000000.0,0,0,1,0,0,0,0,18.369387449564815
4.0,4.0,5.0,4.0,Terraced Duplexes,0,0,250000000.0,0,1,0,0,0,0,0,19.33697147582652
4.0,5.0,5.0,3.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
4.0,5.0,5.0,4.0,Block of Flats,90,0,45000000.0,0,0,0,0,1,0,0,17.622173047734595
4.0,4.0,5.0,3.0,Detached Duplex,38,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
5.0,5.0,7.0,5.0,Detached Duplex,0,0,1200000000.0,1,0,0,0,0,0,0,20.905587393740365
5.0,5.0,6.0,5.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
5.0,5.0,6.0,4.0,Detached Duplex,20,0,70000000.0,1,0,0,0,0,0,0,18.064005800013632
4.0,4.0,5.0,4.0,Detached Duplex,15,0,98000000.0,1,0,0,0,0,0,0,18.400478036634848
4.0,4.0,5.0,6.0,Detached Duplex,15,0,83000000.0,1,0,0,0,0,0,0,18.234351165760874
5.0,6.0,6.0,4.0,Detached Duplex,15,0,250000000.0,1,0,0,0,0,0,0,19.33697147582652
4.0,5.0,5.0,4.0,Detached Duplex,8,0,105000000.0,1,0,0,0,0,0,0,18.469470908121796
5.0,7.0,7.0,5.0,Detached Duplex,0,0,1400000000.0,1,0,0,0,0,0,0,21.059738073567623
5.0,5.0,6.0,5.0,Detached Duplex,15,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
1.0,5.0,2.0,2.0,Block of Flats,15,0,27500000.0,0,0,0,0,1,0,0,17.1296965626368
5.0,5.0,5.0,4.0,Detached Duplex,15,0,94000000.0,1,0,0,0,0,0,0,18.358805340234277
3.0,3.0,4.0,4.0,Terraced Duplexes,15,0,40000000.0,0,1,0,0,0,0,0,17.50439001207821
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,45000000.0,0,1,0,0,0,0,0,17.622173047734595
4.0,4.0,5.0,3.0,Terraced Duplexes,15,0,75000000.0,0,1,0,0,0,0,0,18.132998671500584
4.0,4.0,5.0,5.0,Detached Duplex,15,0,85000000.0,1,0,0,0,0,0,0,18.258161814454592
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,52000000.0,0,1,0,0,0,0,0,17.7667542765457
5.0,5.0,5.0,4.0,Detached Bungalow,15,0,280000000.0,0,0,0,1,0,0,0,19.450300161133523
5.0,6.0,7.0,4.0,Detached Duplex,15,0,110000000.0,1,0,0,0,0,0,0,18.51599092375669
4.0,4.0,5.0,4.0,Semi Detached Bungalow,15,0,57000000.0,0,0,0,0,0,1,0,17.858561825798823
5.0,5.0,6.0,5.0,Detached Duplex,15,0,300000000.0,1,0,0,0,0,0,0,19.519293032620475
3.0,3.0,5.0,4.0,Detached Duplex,15,0,36000000.0,1,0,0,0,0,0,0,17.399029496420383
5.0,5.0,6.0,7.0,Detached Duplex,15,0,350000000.0,1,0,0,0,0,0,0,19.67344371244773
3.0,3.0,4.0,4.0,Semi Detached Bungalow,38,0,27000000.0,0,0,0,0,0,1,0,17.111347423968603
4.0,4.0,5.0,4.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
5.0,5.0,5.0,4.0,Detached Duplex,15,0,170000000.0,1,0,0,0,0,0,0,18.951308995014536
6.0,6.0,7.0,6.0,Detached Duplex,0,0,1300000000.0,1,0,0,0,0,0,0,20.985630101413904
3.0,3.0,4.0,4.0,Detached Bungalow,38,0,42000000.0,0,0,0,1,0,0,0,17.553180176247643
6.0,5.0,5.0,6.0,Detached Duplex,43,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
5.0,5.0,6.0,5.0,Detached Duplex,15,0,320000000.0,1,0,0,0,0,0,0,19.583831553758046
4.0,5.0,5.0,4.0,Detached Bungalow,109,0,27000000.0,0,0,0,1,0,0,0,17.111347423968603
1.0,2.0,2.0,1.0,Detached Bungalow,103,0,8000000.0,0,0,0,1,0,0,0,15.89495209964411
4.0,4.0,5.0,6.0,Detached Duplex,90,0,45000000.0,1,0,0,0,0,0,0,17.622173047734595
5.0,5.0,6.0,5.0,Detached Duplex,15,0,250000000.0,1,0,0,0,0,0,0,19.33697147582652
4.0,4.0,5.0,5.0,Semi Detached Duplex,38,0,47000000.0,0,0,1,0,0,0,0,17.665658159674333
4.0,5.0,6.0,3.0,Detached Duplex,38,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
6.0,6.0,8.0,4.0,Detached Duplex,43,0,135000000.0,1,0,0,0,0,0,0,18.720785336402702
5.0,5.0,6.0,4.0,Detached Duplex,15,0,100000000.0,1,0,0,0,0,0,0,18.420680743952367
4.0,4.0,5.0,4.0,Detached Duplex,38,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
5.0,5.0,6.0,6.0,Detached Duplex,15,0,190000000.0,1,0,0,0,0,0,0,19.06253463012476
4.0,4.0,5.0,4.0,Detached Duplex,15,0,130000000.0,1,0,0,0,0,0,0,18.683045008419857
4.0,4.0,5.0,3.0,Semi Detached Duplex,15,0,75000000.0,0,0,1,0,0,0,0,18.132998671500584
5.0,5.0,6.0,4.0,Detached Duplex,15,0,350000000.0,1,0,0,0,0,0,0,19.67344371244773
5.0,6.0,6.0,1.0,Detached Duplex,54,0,55000000.0,1,0,0,0,0,0,0,17.822843743196746
5.0,5.0,5.0,4.0,Block of Flats,54,0,35000000.0,0,0,0,0,1,0,0,17.37085861945369
3.0,3.0,4.0,4.0,Block of Flats,15,0,42000000.0,0,0,0,0,1,0,0,17.553180176247643
4.0,4.0,4.0,8.0,Detached Duplex,134,0,22300000.0,1,0,0,0,0,0,0,16.920097236430347
3.0,3.0,4.0,2.0,Block of Flats,15,0,45000000.0,0,0,0,0,1,0,0,17.622173047734595
4.0,5.0,4.0,4.0,Terraced Bungalow,15,0,140000000.0,0,0,0,0,0,0,1,18.75715298057358
5.0,7.0,8.0,6.0,Detached Duplex,15,0,320000000.0,1,0,0,0,0,0,0,19.583831553758046
6.0,6.0,8.0,1.0,Detached Duplex,15,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,50000000.0,0,0,1,0,0,0,0,17.72753356339242
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,90000000.0,0,1,0,0,0,0,0,18.31532022829454
5.0,5.0,6.0,3.0,Detached Duplex,15,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
5.0,5.0,6.0,5.0,Detached Duplex,15,0,102000000.0,1,0,0,0,0,0,0,18.440483371248543
5.0,6.0,7.0,6.0,Detached Duplex,18,0,47000000.0,1,0,0,0,0,0,0,17.665658159674333
7.0,7.0,8.0,1.0,Detached Duplex,33,0,220000000.0,1,0,0,0,0,0,0,19.209138104316636
4.0,4.0,5.0,4.0,Terraced Duplexes,8,0,120000000.0,0,1,0,0,0,0,0,18.60300230074632
5.0,6.0,7.0,4.0,Detached Duplex,15,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
5.0,5.0,6.0,5.0,Detached Duplex,15,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
6.0,6.0,6.0,4.0,Detached Duplex,43,0,135000000.0,1,0,0,0,0,0,0,18.720785336402702
5.0,5.0,6.0,4.0,Detached Duplex,15,0,270000000.0,1,0,0,0,0,0,0,19.41393251696265
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,70000000.0,0,0,1,0,0,0,0,18.064005800013632
4.0,4.0,5.0,5.0,Semi Detached Duplex,15,0,150000000.0,0,0,1,0,0,0,0,18.82614585206053
5.0,5.0,6.0,4.0,Detached Duplex,15,0,290000000.0,1,0,0,0,0,0,0,19.485391480944795
5.0,5.0,6.0,6.0,Detached Duplex,15,0,105000000.0,1,0,0,0,0,0,0,18.469470908121796
4.0,4.0,5.0,4.0,Detached Duplex,15,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
6.0,6.0,5.0,4.0,Detached Duplex,15,0,300000000.0,1,0,0,0,0,0,0,19.519293032620475
5.0,5.0,6.0,4.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
4.0,4.0,5.0,3.0,Detached Duplex,15,0,100000000.0,1,0,0,0,0,0,0,18.420680743952367
4.0,4.0,5.0,4.0,Semi Detached Duplex,18,0,35000000.0,0,0,1,0,0,0,0,17.37085861945369
5.0,5.0,6.0,4.0,Detached Duplex,15,0,95000000.0,1,0,0,0,0,0,0,18.369387449564815
4.0,4.0,5.0,4.0,Detached Duplex,33,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,85000000.0,0,0,1,0,0,0,0,18.258161814454592
4.0,4.0,5.0,4.0,Detached Duplex,15,0,70000000.0,1,0,0,0,0,0,0,18.064005800013632
5.0,6.0,6.0,4.0,Detached Duplex,15,0,62000000.0,1,0,0,0,0,0,0,17.942644943009366
5.0,6.0,8.0,5.0,Detached Duplex,0,0,600000000.0,1,0,0,0,0,0,0,20.21244021318042
5.0,5.0,6.0,4.0,Detached Duplex,15,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
6.0,6.0,7.0,8.0,Detached Duplex,43,0,140000000.0,1,0,0,0,0,0,0,18.75715298057358
2.0,2.0,3.0,4.0,Block of Flats,15,0,50000000.0,0,0,0,0,1,0,0,17.72753356339242
4.0,5.0,5.0,4.0,Semi Detached Duplex,38,0,48000000.0,0,0,1,0,0,0,0,17.686711568872166
4.0,4.0,5.0,3.0,Detached Duplex,38,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
3.0,3.0,4.0,4.0,Block of Flats,8,0,100000000.0,0,0,0,0,1,0,0,18.420680743952367
5.0,5.0,6.0,4.0,Detached Duplex,0,0,550000000.0,1,0,0,0,0,0,0,20.125428836190792
4.0,5.0,5.0,4.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
5.0,5.0,6.0,4.0,Detached Duplex,15,0,250000000.0,1,0,0,0,0,0,0,19.33697147582652
5.0,6.0,6.0,4.0,Detached Duplex,15,0,150000000.0,1,0,0,0,0,0,0,18.82614585206053
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,68000000.0,0,0,1,0,0,0,0,18.03501826314038
4.0,4.0,5.0,4.0,Semi Detached Duplex,0,0,250000000.0,0,0,1,0,0,0,0,19.33697147582652
5.0,5.0,5.0,4.0,Detached Duplex,15,0,170000000.0,1,0,0,0,0,0,0,18.951308995014536
4.0,4.0,5.0,3.0,Detached Duplex,15,0,55000000.0,1,0,0,0,0,0,0,17.822843743196746
5.0,5.0,6.0,4.0,Detached Duplex,15,0,113000000.0,1,0,0,0,0,0,0,18.542898376676614
3.0,3.0,4.0,4.0,Detached Duplex,15,0,26000000.0,1,0,0,0,0,0,0,17.073607095985757
4.0,4.0,5.0,4.0,Terraced Duplexes,15,0,110000000.0,0,1,0,0,0,0,0,18.51599092375669
2.0,2.0,2.0,8.0,Block of Flats,90,0,120000000.0,0,0,0,0,1,0,0,18.60300230074632
4.0,4.0,5.0,3.0,Semi Detached Duplex,15,0,75000000.0,0,0,1,0,0,0,0,18.132998671500584
5.0,5.0,6.0,5.0,Detached Duplex,38,0,110000000.0,1,0,0,0,0,0,0,18.51599092375669
4.0,4.0,4.0,5.0,Semi Detached Duplex,15,0,75000000.0,0,0,1,0,0,0,0,18.132998671500584
4.0,4.0,5.0,5.0,Detached Duplex,15,0,58000000.0,1,0,0,0,0,0,0,17.875953568510692
5.0,5.0,6.0,2.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
4.0,5.0,5.0,3.0,Terraced Duplexes,15,0,60000000.0,0,1,0,0,0,0,0,17.909855120186375
5.0,5.0,6.0,4.0,Detached Duplex,15,0,130000000.0,1,0,0,0,0,0,0,18.683045008419857
5.0,5.0,6.0,4.0,Detached Duplex,15,0,165000000.0,1,0,0,0,0,0,0,18.921456031864853
3.0,3.0,4.0,4.0,Terraced Duplexes,38,0,35000000.0,0,1,0,0,0,0,0,17.37085861945369
4.0,4.0,5.0,4.0,Detached Duplex,38,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
6.0,7.0,7.0,4.0,Detached Duplex,0,0,950000000.0,1,0,0,0,0,0,0,20.671972542558862
5.0,5.0,5.0,1.0,Detached Duplex,15,0,75000000.0,1,0,0,0,0,0,0,18.132998671500584
3.0,1.0,1.0,6.0,Block of Flats,90,0,43000000.0,0,0,0,0,1,0,0,17.576710673657836
4.0,5.0,5.0,4.0,Detached Duplex,38,0,60000000.0,1,0,0,0,0,0,0,17.909855120186375
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,44000000.0,0,0,1,0,0,0,0,17.599700191882537
4.0,5.0,5.0,4.0,Detached Duplex,47,0,52000000.0,1,0,0,0,0,0,0,17.7667542765457
4.0,4.0,5.0,4.0,Detached Duplex,15,0,80000000.0,1,0,0,0,0,0,0,18.197537192638155
4.0,5.0,5.0,4.0,Detached Duplex,15,0,90000000.0,1,0,0,0,0,0,0,18.31532022829454
4.0,5.0,6.0,3.0,Terraced Duplexes,15,0,120000000.0,0,1,0,0,0,0,0,18.60300230074632
4.0,5.0,5.0,4.0,Block of Flats,54,0,65000000.0,0,0,0,0,1,0,0,17.98989782785991
5.0,5.0,6.0,7.0,Detached Duplex,15,0,300000000.0,1,0,0,0,0,0,0,19.519293032620475
5.0,5.0,5.0,4.0,Detached Bungalow,40,0,70000000.0,0,0,0,1,0,0,0,18.064005800013632
4.0,4.0,5.0,4.0,Semi Detached Duplex,38,0,50000000.0,0,0,1,0,0,0,0,17.72753356339242
3.0,3.0,3.0,3.0,Semi Detached Bungalow,38,0,35000000.0,0,0,0,0,0,1,0,17.37085861945369
4.0,4.0,5.0,4.0,Detached Duplex,38,0,79000000.0,1,0,0,0,0,0,0,18.184958410431296
5.0,5.0,6.0,4.0,Detached Duplex,15,0,160000000.0,1,0,0,0,0,0,0,18.890684373198102
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,180000000.0,0,0,1,0,0,0,0,19.008467408854486
5.0,5.0,6.0,1.0,Detached Duplex,65,0,135000000.0,1,0,0,0,0,0,0,18.720785336402702
5.0,5.0,6.0,3.0,Detached Duplex,15,0,125000000.0,1,0,0,0,0,0,0,18.643824295266576
5.0,5.0,7.0,8.0,Detached Duplex,15,0,450000000.0,1,0,0,0,0,0,0,19.92475814072864
5.0,5.0,6.0,4.0,Detached Duplex,15,0,105000000.0,1,0,0,0,0,0,0,18.469470908121796
5.0,5.0,5.0,4.0,Detached Duplex,48,0,120000000.0,1,0,0,0,0,0,0,18.60300230074632
4.0,5.0,6.0,5.0,Detached Duplex,18,0,65000000.0,1,0,0,0,0,0,0,17.98989782785991
4.0,4.0,5.0,3.0,Semi Detached Duplex,38,0,43000000.0,0,0,1,0,0,0,0,17.576710673657836
4.0,4.0,5.0,4.0,Semi Detached Duplex,15,0,50000000.0,0,0,1,0,0,0,0,17.72753356339242
5.0,5.0,6.0,4.0,Detached Duplex,15,0,400000000.0,1,0,0,0,0,0,0,19.806975105072254
5.0,5.0,6.0,4.0,Detached Duplex,15,0,55000000.0,1,0,0,0,0,0,0,17.822843743196746
3.0,4.0,5.0,3.0,Terraced Duplexes,15,0,34000000.0,0,1,0,0,0,0,0,17.341871082580436
2.0,2.0,3.0,2.0,Block of Flats,15,0,42000000.0,0,0,0,0,1,0,0,17.553180176247643
5.0,5.0,6.0,1.0,Detached Duplex,15,0,160000000.0,1,0,0,0,0,0,0,18.890684373198102
4.0,4.0,5.0,2.0,Terraced Duplexes,48,0,65000000.0,0,1,0,0,0,0,0,17.98989782785991
5.0,5.0,6.0,8.0,Detached Duplex,38,0,100000000.0,1,0,0,0,0,0,0,18.420680743952367
4.0,5.0,6.0,4.0,Semi Detached Duplex,15,0,80000000.0,0,0,1,0,0,0,0,18.197537192638155
4.0,4.0,5.0,4.0,Detached Duplex,15,0,105000000.0,1,0,0,0,0,0,0,18.469470908121796
6.0,6.0,7.0,4.0,Detached Duplex,0,0,700000000.0,1,0,0,0,0,0,0,20.36659089300768
4.0,5.0,5.0,4.0,Semi Detached Duplex,15,0,52000000.0,0,0,1,0,0,0,0,17.7667542765457
5.0,5.0,6.0,5.0,Detached Duplex,15,0,260000000.0,1,0,0,0,0,0,0,19.3761921889798
